country,city,lat,lon,timestamp,hour,day,month,day_of_week,aqi,temp_c,humidity,pressure,wind_speed,pm25,pm10,co,no2,so2,o3,aqi_change_rate,aqi_reference
Pakistan,Larkana,27.559,68.2123,2026-08-04T20:18:26.657607+00:00,20,4,8,1,78,33.93,52,997,4.96,25.06,108.78,100.67,1.43,1.93,42.2,-5.0,
Pakistan,Larkana,27.559,68.2123,2026-08-04T22:03:12.528634+00:00,22,4,8,1,74,32.57,55,996,5.07,23.26,100.85,96.84,1.63,2.6,39.51,-4.0,
Pakistan,Larkana,27.559,68.2123,2026-08-04T23:54:32.090479+00:00,23,4,8,1,73,30.96,60,997,3.97,22.62,98.21,98.17,1.75,1.91,36.36,-1.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T07:35:42.982890+00:00,7,4,8,1,189,35.02,49,1001,0.81,189.0,,,,,,,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T07:57:43.499536+00:00,7,4,8,1,119,35.05,49,1001,0.81,42.91,57.48,614.78,5.51,1.06,90.96,-70.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T08:31:35.344159+00:00,8,4,8,1,143,35.95,46,1000,0.73,52.45,67.1,580.7,3.29,0.97,111.54,24.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T11:15:22.900974+00:00,11,4,8,1,153,36.8,43,998,0.92,60.0,74.83,550.28,3.51,0.98,122.49,10.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T13:45:38.689337+00:00,13,4,8,1,113,34.94,48,998,2.11,40.25,52.71,492.94,5.92,1.08,106.46,-40.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T16:07:21.524141+00:00,16,4,8,1,119,32.21,59,999,3.38,42.99,57.39,537.17,7.34,1.09,93.71,6.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T18:23:22.833418+00:00,18,4,8,1,125,31.48,63,999,0.83,45.23,62.28,561.37,7.73,1.05,88.04,6.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T20:18:50.763528+00:00,20,4,8,1,130,30.05,71,999,0.6,47.2,66.67,567.64,7.19,1.04,86.82,5.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T22:03:22.314528+00:00,22,4,8,1,132,27.8,79,999,2.44,47.99,68.93,553.92,5.54,1.01,92.51,2.0,
Pakistan,Mardan,34.1989,72.0404,2026-08-04T23:54:42.749448+00:00,23,4,8,1,138,26.34,84,999,1.72,50.51,73.7,569.39,6.02,0.86,87.18,6.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T07:34:58.322219+00:00,7,4,8,1,189,41.37,30,999,3.81,189.0,,,,,,,
Pakistan,Multan,30.1575,71.5249,2026-08-04T07:56:59.371120+00:00,7,4,8,1,131,41.37,30,999,3.81,47.55,139.11,223.98,0.83,2.5,91.24,-58.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T08:31:11.946292+00:00,8,4,8,1,122,42.1,28,998,3.74,44.01,126.44,223.79,0.81,1.97,90.74,-9.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T11:14:59.262368+00:00,11,4,8,1,126,42.8,27,996,4.21,45.59,128.39,224.52,1.32,1.55,88.78,4.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T13:45:14.347212+00:00,13,4,8,1,121,39.5,33,997,6.34,43.76,130.15,251.45,3.51,1.57,79.39,-5.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T16:06:32.851300+00:00,16,4,8,1,118,37.28,39,998,6.64,42.37,135.1,234.24,3.58,1.1,69.55,-3.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T18:22:29.635555+00:00,18,4,8,1,112,36.22,41,998,5.68,39.94,137.65,196.91,3.01,0.84,62.62,-6.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T20:17:58.018173+00:00,20,4,8,1,106,34.48,46,998,5.15,37.38,135.62,163.84,3.07,2.46,58.29,-6.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T22:03:01.137381+00:00,22,4,8,1,113,32.83,52,997,4.83,40.28,146.68,153.12,3.18,3.7,58.26,7.0,
Pakistan,Multan,30.1575,71.5249,2026-08-04T23:54:19.730628+00:00,23,4,8,1,127,32.03,54,997,5.56,46.03,161.87,156.96,2.97,3.89,64.42,14.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T07:35:55.984624+00:00,7,4,8,1,189,41.91,29,998,4.29,189.0,,,,,,,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T07:57:56.155108+00:00,7,4,8,1,153,41.91,29,998,4.29,59.02,174.39,219.11,1.44,8.27,101.43,-36.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T08:31:41.947753+00:00,8,4,8,1,152,42.79,27,997,4.25,56.88,164.24,213.93,1.24,7.76,103.83,-1.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T11:15:29.711814+00:00,11,4,8,1,143,43.18,26,996,4.78,52.49,139.94,236.08,2.13,5.8,100.84,-9.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T13:45:45.508290+00:00,13,4,8,1,119,39.71,32,997,6.02,42.93,122.98,247.0,4.26,5.18,91.63,-24.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T16:07:32.200961+00:00,16,4,8,1,113,37.26,39,998,7.26,40.47,124.71,229.39,4.7,5.15,76.46,-6.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T18:23:39.428901+00:00,18,4,8,1,107,35.95,42,998,6.49,38.07,128.97,198.5,4.69,6.83,66.53,-6.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T20:19:02.187103+00:00,20,4,8,1,109,34.77,45,998,5.81,38.55,137.04,170.57,4.68,9.07,61.67,2.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T22:03:28.221857+00:00,22,4,8,1,119,33.63,48,997,6.89,42.91,150.37,162.49,4.21,8.02,62.77,10.0,
Pakistan,Muzaffargarh,30.0728,71.1913,2026-08-04T23:54:49.267015+00:00,23,4,8,1,133,33.17,48,996,6.04,48.44,163.17,168.67,3.79,6.96,69.0,14.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T07:35:50.773069+00:00,7,4,8,1,189,39.21,36,999,2.52,189.0,,,,,,,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T07:57:51.020838+00:00,7,4,8,1,77,39.21,36,999,2.52,24.6,85.42,147.15,1.77,4.81,82.5,-112.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T08:31:39.245088+00:00,8,4,8,1,80,40.39,33,999,2.95,26.04,90.61,143.15,1.72,5.2,87.18,3.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T11:15:26.980963+00:00,11,4,8,1,89,41.39,31,997,4.27,29.97,102.39,159.88,2.76,7.15,90.71,9.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T13:45:42.788670+00:00,13,4,8,1,77,37.45,42,998,6.89,24.27,87.33,184.45,9.16,9.19,56.47,-12.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T16:07:27.671243+00:00,16,4,8,1,75,32.85,55,999,8.55,23.71,86.18,202.76,10.86,9.07,36.34,-2.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T18:23:35.025689+00:00,18,4,8,1,78,31.07,60,999,8.03,25.17,96.91,197.27,9.42,7.96,32.28,3.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T20:18:56.667189+00:00,20,4,8,1,82,29.85,64,998,8.05,26.82,111.75,160.55,6.73,6.5,33.85,4.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T22:03:25.798318+00:00,22,4,8,1,82,28.9,69,997,7.76,26.79,109.14,123.91,4.2,4.59,37.49,0.0,
Pakistan,Nawabshah,26.2442,68.41,2026-08-04T23:54:46.600006+00:00,23,4,8,1,82,28.55,70,997,6.1,26.79,97.75,111.85,3.27,3.55,39.36,0.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T07:35:48.150690+00:00,7,4,8,1,53,41.33,29,999,2.44,13.0,8.0,1.9,1.9,2.1,53.2,,
Pakistan,Okara,30.81,73.4467,2026-08-04T07:57:48.528025+00:00,7,4,8,1,100,41.35,29,999,2.12,35.27,69.97,322.7,1.26,0.69,100.8,47.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T08:31:37.887656+00:00,8,4,8,1,98,41.35,29,999,2.12,34.47,65.57,315.88,1.19,0.69,102.86,-2.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T11:15:25.618912+00:00,11,4,8,1,500,39.73,32,997,1.21,29.61,54.85,306.68,1.42,0.56,101.8,402.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T13:45:41.386542+00:00,13,4,8,1,88,37.17,39,997,3.14,29.61,60.99,586.02,19.29,1.65,51.1,-412.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T16:07:25.116808+00:00,16,4,8,1,94,35.98,43,998,3.23,32.65,63.9,699.15,23.73,2.19,31.97,6.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T18:23:31.247027+00:00,18,4,8,1,97,35.02,46,999,1.91,33.74,64.38,719.2,22.06,1.81,24.77,3.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T20:18:53.337125+00:00,20,4,8,1,91,33.67,49,998,1.49,31.06,66.87,562.88,14.47,1.48,34.2,-6.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T22:03:24.580836+00:00,22,4,8,1,99,33.1,51,997,0.76,34.7,86.12,483.74,11.1,1.45,35.99,8.0,
Pakistan,Okara,30.81,73.4467,2026-08-04T23:54:45.246014+00:00,23,4,8,1,109,31.98,56,998,1.78,38.62,114.11,385.85,8.08,1.04,39.23,10.0,
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T07:35:00.888780+00:00,7,4,8,1,189,35.45,44,1001,2.75,189.0,,,,,,,
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T07:57:03.153635+00:00,7,4,8,1,89,35.47,44,1001,2.75,29.94,42.23,414.41,1.14,0.61,122.1,-100.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T08:31:13.768590+00:00,8,4,8,1,90,36.55,41,1000,3.47,30.76,42.57,409.48,1.14,0.61,124.08,1.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T11:15:01.082083+00:00,11,4,8,1,76,37.38,40,997,4.5,24.05,32.8,389.48,1.1,0.65,122.55,-14.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T13:45:16.228288+00:00,13,4,8,1,92,34.9,48,998,4.27,31.49,45.82,428.23,4.58,2.04,118.7,16.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T16:06:36.314677+00:00,16,4,8,1,117,32.65,56,999,2.75,42.01,61.34,498.58,6.25,1.95,105.36,25.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T18:22:31.645406+00:00,18,4,8,1,134,31.26,62,1000,2.49,48.86,71.27,561.24,7.64,1.63,92.86,17.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T20:18:00.519925+00:00,20,4,8,1,139,30.64,65,999,1.36,51.08,72.4,592.94,8.45,1.23,78.67,5.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T22:03:02.771345+00:00,22,4,8,1,133,30.27,65,998,1.71,48.43,67.17,597.23,8.61,0.81,65.06,-6.0,25.0
Pakistan,Peshawar,34.0151,71.5249,2026-08-04T23:54:21.495283+00:00,23,4,8,1,132,28.9,71,999,1.92,48.29,67.93,609.21,8.62,0.71,60.54,-1.0,25.0
Pakistan,Quetta,30.1798,66.975,2026-08-04T07:35:03.457618+00:00,7,4,8,1,189,33.04,11,1005,3.47,189.0,,,,,,,
Pakistan,Quetta,30.1798,66.975,2026-08-04T07:57:05.690505+00:00,7,4,8,1,116,33.04,11,1005,3.47,34.22,184.58,73.94,0.14,0.14,114.63,-73.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T08:31:15.121081+00:00,8,4,8,1,111,33.91,10,1004,4.63,33.1,176.2,73.34,0.15,0.14,113.95,-5.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T11:15:02.428630+00:00,11,4,8,1,114,34.08,10,1003,5.56,34.34,181.1,73.58,0.17,0.14,113.23,3.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T13:45:17.660542+00:00,13,4,8,1,122,32.08,11,1003,4.2,37.5,196.78,74.34,0.37,0.15,110.94,8.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T16:06:41.599820+00:00,16,4,8,1,135,29.86,12,1004,2.66,42.93,224.51,74.58,0.46,0.2,109.18,13.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T18:22:33.030039+00:00,18,4,8,1,500,27.4,29,1005,1.4,49.85,254.32,76.41,0.54,0.22,106.12,365.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T20:18:05.644645+00:00,20,4,8,1,166,25.9,41,1005,2.21,55.97,284.82,77.71,0.62,0.21,101.56,-334.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T22:03:03.983374+00:00,22,4,8,1,179,24.59,51,1004,1.69,61.05,312.46,79.2,0.62,0.2,98.04,13.0,
Pakistan,Quetta,30.1798,66.975,2026-08-04T23:54:22.821367+00:00,23,4,8,1,230,23.44,55,1004,1.93,71.04,375.05,81.06,0.59,0.18,93.08,51.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T07:35:27.292302+00:00,7,4,8,1,189,39.18,35,1000,5.46,189.0,,,,,,,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T07:57:28.424258+00:00,7,4,8,1,108,39.18,35,1000,5.46,38.5,150.47,125.07,0.73,2.66,67.5,-81.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T08:31:27.187291+00:00,8,4,8,1,108,39.93,33,999,5.36,38.5,150.47,125.07,0.73,2.66,67.5,0.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T11:15:14.709189+00:00,11,4,8,1,102,40.56,31,998,4.96,35.71,132.12,124.9,0.43,2.05,78.13,-6.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T13:45:30.333104+00:00,13,4,8,1,108,36.35,41,998,6.06,38.23,146.68,125.73,0.7,2.47,81.26,6.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T16:07:02.490273+00:00,16,4,8,1,120,34.78,45,999,6.56,43.13,158.52,132.87,0.76,3.2,88.54,12.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T18:23:02.647635+00:00,18,4,8,1,129,34.37,46,999,5.92,47.07,164.4,153.41,0.94,4.36,97.6,9.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T20:18:31.667313+00:00,20,4,8,1,130,33.54,49,999,3.91,47.23,160.14,177.17,1.37,5.99,95.32,1.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T22:03:14.967789+00:00,22,4,8,1,119,32.87,54,998,5.43,42.65,152.55,188.13,2.24,6.41,73.14,-11.0,
Pakistan,Rahim Yar Khan,28.4212,70.2989,2026-08-04T23:54:34.757580+00:00,23,4,8,1,107,31.07,61,998,5.89,38.09,148.97,182.6,3.4,5.82,48.42,-12.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T07:34:53.104924+00:00,7,4,8,1,189,32.26,70,1003,1.34,189.0,,,,,,,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T07:56:54.295091+00:00,7,4,8,1,164,32.82,68,1003,1.34,80.37,83.75,770.7,5.19,1.49,114.71,-25.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T08:31:09.221569+00:00,8,4,8,1,164,33.37,67,1002,1.34,80.53,83.76,760.66,4.75,1.44,121.68,0.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T11:14:56.547860+00:00,11,4,8,1,156,33.37,69,1003,2.24,64.69,67.86,662.72,3.46,1.14,138.15,-8.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T13:45:11.519226+00:00,13,4,8,1,99,31.71,75,1000,1.79,34.75,45.49,588.84,14.43,1.17,93.46,-57.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T16:06:28.512520+00:00,16,4,8,1,126,30.6,79,1004,0.45,45.62,59.12,779.17,21.62,1.45,69.63,27.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T18:22:21.955726+00:00,18,4,8,1,151,30.04,82,1002,2.86,55.88,70.21,933.36,24.52,1.45,54.09,25.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T20:17:54.449840+00:00,20,4,8,1,154,29.48,84,1003,2.55,61.81,74.28,1018.9,23.86,1.27,41.41,3.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T22:02:58.700192+00:00,22,4,8,1,152,28.93,86,1002,2.73,57.19,64.01,878.11,12.64,1.87,69.29,-2.0,
Pakistan,Rawalpindi,33.5651,73.0169,2026-08-04T23:54:17.082448+00:00,23,4,8,1,149,23.37,91,1001,2.68,55.15,60.02,837.83,9.95,1.92,67.16,-3.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T07:35:37.714964+00:00,7,4,8,1,53,40.89,31,999,2.19,13.0,8.0,1.9,1.9,2.1,53.2,,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T07:57:38.481726+00:00,7,4,8,1,88,40.89,31,999,2.19,29.52,77.59,271.69,0.79,0.52,90.95,35.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T08:31:32.639590+00:00,8,4,8,1,83,41.54,30,998,2.0,27.44,70.32,265.95,0.76,0.42,90.86,-5.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T11:15:20.172909+00:00,11,4,8,1,81,41.66,28,996,1.77,26.3,66.05,267.54,1.19,0.4,90.39,-2.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T13:45:35.847286+00:00,13,4,8,1,96,36.82,42,997,4.3,33.36,81.76,482.65,14.96,1.46,55.22,15.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T16:07:16.164113+00:00,16,4,8,1,103,36.07,44,998,3.96,36.25,85.53,589.82,19.48,1.63,35.67,7.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T18:23:18.569246+00:00,18,4,8,1,104,35.1,46,998,2.63,36.69,88.08,600.88,18.4,1.25,27.97,1.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T20:18:43.149078+00:00,20,4,8,1,99,33.42,52,998,2.68,34.97,98.66,457.68,11.68,0.86,36.5,-5.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T22:03:19.866317+00:00,22,4,8,1,107,32.96,54,997,2.62,37.93,128.23,336.83,6.97,0.82,44.97,8.0,
Pakistan,Sahiwal,30.6682,73.1114,2026-08-04T23:54:40.093333+00:00,23,4,8,1,115,31.38,59,997,2.13,41.0,149.67,248.17,4.6,0.74,49.49,8.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T07:35:16.792113+00:00,7,4,8,1,53,41.58,29,999,1.5,13.0,8.0,1.9,1.9,2.1,53.2,,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T07:57:18.283199+00:00,7,4,8,1,78,41.59,29,999,1.5,25.13,37.7,371.99,1.53,1.15,102.01,25.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T08:31:21.894631+00:00,8,4,8,1,77,41.82,28,998,1.71,24.65,37.05,354.15,1.27,0.94,104.37,-1.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T11:15:09.274687+00:00,11,4,8,1,86,42.08,27,996,1.87,28.86,42.78,373.33,2.35,0.9,102.61,9.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T13:45:24.685132+00:00,13,4,8,1,130,38.96,34,996,3.55,47.36,78.64,425.2,5.55,2.55,103.77,44.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T16:06:52.999145+00:00,16,4,8,1,130,36.32,42,998,3.28,47.09,79.5,482.47,7.79,2.06,80.89,0.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T18:22:54.635475+00:00,18,4,8,1,133,33.77,51,998,3.42,48.41,81.42,555.99,10.3,1.72,60.76,3.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T20:18:23.198606+00:00,20,4,8,1,135,32.27,56,998,3.09,49.15,84.3,586.13,11.5,1.61,46.87,2.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T22:03:10.089840+00:00,22,4,8,1,135,32.11,57,997,1.7,49.19,87.82,598.76,11.57,1.87,39.83,0.0,
Pakistan,Sargodha,32.0836,72.6711,2026-08-04T23:54:29.445228+00:00,23,4,8,1,132,31.58,58,997,2.02,47.99,88.07,596.25,11.04,2.69,36.91,-3.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T07:35:24.673384+00:00,7,4,8,1,53,40.28,33,999,0.16,13.0,8.0,1.9,1.9,2.1,53.2,,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T07:57:25.904322+00:00,7,4,8,1,117,40.28,33,999,0.16,41.94,45.71,411.69,1.57,1.14,110.87,64.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T08:31:25.982945+00:00,8,4,8,1,113,40.73,31,998,0.28,40.48,43.43,406.41,1.51,1.02,112.68,-4.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T11:15:13.351202+00:00,11,4,8,1,152,39.41,35,997,1.94,58.06,62.88,562.7,7.38,2.11,123.15,39.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T13:45:28.825702+00:00,13,4,8,1,104,36.26,44,998,3.36,36.87,49.53,782.76,24.87,3.83,42.04,-48.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T16:06:59.953333+00:00,16,4,8,1,115,34.8,51,999,4.45,41.06,52.47,806.85,21.59,2.79,33.63,11.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T18:23:01.149703+00:00,18,4,8,1,126,34.85,51,999,3.09,45.47,55.42,836.15,20.22,2.11,28.57,11.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T20:18:28.792590+00:00,20,4,8,1,117,32.94,57,999,3.06,41.86,49.86,748.56,15.42,1.46,35.12,-9.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T22:03:13.763170+00:00,22,4,8,1,121,32.11,57,998,2.69,43.77,51.78,755.59,15.18,1.62,29.84,4.0,
Pakistan,Sheikhupura,31.7167,73.985,2026-08-04T23:54:33.427628+00:00,23,4,8,1,131,31.1,59,998,2.27,47.52,55.33,763.22,15.37,2.04,25.12,10.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T07:35:06.090434+00:00,7,4,8,1,53,38.21,39,1000,2.45,13.0,8.0,1.9,1.9,2.1,53.2,,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T07:57:08.213165+00:00,7,4,8,1,175,38.22,39,1000,2.45,102.77,106.05,913.97,9.37,12.4,116.79,122.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T08:31:16.476350+00:00,8,4,8,1,173,37.47,40,999,1.99,98.68,101.71,857.85,8.44,12.21,122.84,-2.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T11:15:03.798374+00:00,11,4,8,1,182,34.38,70,1000,1.79,115.39,119.82,920.15,10.54,10.04,124.49,9.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T13:45:19.158365+00:00,13,4,8,1,123,32.72,75,999,0.45,44.34,51.17,798.34,22.58,8.78,49.99,-59.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T16:06:43.114724+00:00,16,4,8,1,152,31.05,82,1002,0.89,56.59,67.49,1006.57,27.05,5.16,23.68,29.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T18:22:41.375026+00:00,18,4,8,1,157,30.5,84,1000,0.45,67.51,80.39,1163.01,28.19,3.58,15.7,5.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T20:18:07.610901+00:00,20,4,8,1,157,29.94,87,1001,0.45,67.96,77.44,1079.26,21.59,2.91,22.79,0.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T22:03:05.204535+00:00,22,4,8,1,159,27.72,85,1001,1.79,70.25,78.01,1053.4,18.83,3.47,18.56,2.0,
Pakistan,Sialkot,32.4945,74.5229,2026-08-04T23:54:24.148034+00:00,23,4,8,1,161,26.61,91,999,1.34,74.22,80.88,1120.95,19.33,4.26,10.14,2.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T07:35:19.443116+00:00,7,4,8,1,189,39.69,33,1000,4.06,189.0,,,,,,,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T07:57:20.791572+00:00,7,4,8,1,102,39.69,33,1000,4.06,35.97,142.65,105.77,0.72,2.41,65.11,-87.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T08:31:23.247495+00:00,8,4,8,1,105,40.73,31,999,3.91,37.09,147.18,104.89,0.62,2.13,69.22,3.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T11:15:10.637282+00:00,11,4,8,1,107,41.69,28,997,4.46,38.11,158.71,104.98,0.54,1.49,73.57,2.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T13:45:26.079566+00:00,13,4,8,1,102,38.56,35,997,6.04,35.87,143.0,129.85,1.4,1.38,82.43,-5.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T16:06:55.087228+00:00,16,4,8,1,95,37.13,40,998,6.69,32.91,127.07,141.41,1.77,1.66,75.01,-7.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T18:22:58.432200+00:00,18,4,8,1,87,35.93,45,998,6.62,29.26,114.0,148.69,2.35,1.81,59.27,-8.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T20:18:25.373233+00:00,20,4,8,1,81,33.39,54,998,6.22,26.29,106.58,139.48,2.49,1.76,45.59,-6.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T22:03:11.311764+00:00,22,4,8,1,78,32.45,55,997,5.83,25.03,103.1,129.35,2.33,1.81,39.74,-3.0,
Pakistan,Sukkur,27.7052,68.8574,2026-08-04T23:54:30.767636+00:00,23,4,8,1,76,30.8,60,997,4.98,23.96,99.33,121.77,2.17,1.51,36.76,-2.0,
Pakistan,Wah Cantonment,33.7784,72.7355,2026-08-04T07:35:40.309626+00:00,7,4,8,1,189,33.91,57,1002,1.74,189.0,,,,,,,
Pakistan,Wah Cantonment,33.7784,72.7355,2026-08-04T07:57:40.999876+00:00,7,4,8,1,155,33.96,56,1002,1.74,62.62,70.79,643.65,2.15,0.97,130.68,-34.0,
Pakistan,Wah Cantonment,33.7784,72.7355,2026-08-04T08:31:34.000297+00:00,8,4,8,1,157,34.74,54,1001,2.17,66.92,74.9,641.24,2.14,0.96,135.29,2.0,
Pakistan,Wah Cantonment,33.7784,72.7355,2026-08-04T11:15:21.534930+00:00,11,4,8,1,152,35.38,60,1001,1.53,57.77,65.26,574.42,1.94,0.78,139.35,-5.0,
Pakistan,Wah Cantonment,33.7784,72.7355,2026-08-04T13:45:37.235887+00:00,13,4,8,1,102,33.32,59,999,1.3,35.82,53.0,444.31,4.17,0.74,115.99,-50.0,
Pakistan,Wah Cantonment,33.7784,72.7355,2026-08-04T16:07:19.870761+00:00,16,4,8,1,114,32.23,69,1002,1.84,40.61,60.1,508.87,6.87,0.91,101.92,12.0,
